Price,Close,High,Low,Open,Volume,Close_diff,LogReturn,Volatility
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,,
Date,,,,,,,,
2020-01-01,1227.4287109375,1228.7727045200481,1219.7488815342497,1225.0287642489843,1836849,,,
2020-01-02,1235.2525634765625,1236.4525368236352,1227.8127287247123,1227.8127287247123,3068583,7.8238525390625,0.006353951640300327,
2020-01-03,1217.636962890625,1233.5725853026925,1213.0290184217617,1230.8845981650395,5427775,-17.6156005859375,-0.014363389176127905,
2020-01-06,1191.2852783203125,1211.3009238876261,1186.5334315968482,1209.572915705525,5445093,-26.3516845703125,-0.021879274747485668,
2020-01-07,1210.14892578125,1220.5646695178561,1202.1331283980037,1208.5170091349173,7362247,18.8636474609375,0.015710641105704783,
2020-01-08,1206.981201171875,1211.6370741783426,1190.4215694915767,1197.0453284157811,5666055,-3.167724609375,-0.0026210640358729663,
2020-01-09,1220.516845703125,1224.7407750847083,1212.5489762518453,1214.3729590739938,4773158,13.53564453125,0.011152045895112643,
2020-01-10,1231.364501953125,1235.3964823794965,1224.0686880383555,1232.7084954285822,4607290,10.84765625,0.008848492638077368,
2020-01-13,1234.532470703125,1244.6122459304834,1224.9326847723075,1231.3644944720004,3725784,3.16796875,0.0025694264829608906,
2020-01-14,1237.8924560546875,1240.8204377801117,1226.3727123767842,1237.4124667347749,3943145,3.3599853515625,0.0027179692160919366,
2020-01-15,1232.8524169921875,1236.4042906499637,1223.1086115560133,1234.9163942516534,5893724,-5.0400390625,-0.0040797786192033865,
2020-01-16,1236.1163330078125,1239.332237530347,1228.148464622242,1230.7404768706822,3575200,3.263916015625,0.002643952392664018,
2020-01-17,1226.9967041015625,1233.4765598262318,1220.9968376898319,1230.4526037177413,8459407,-9.11962890625,-0.007404995581549145,
2020-01-20,1204.6771240234375,1252.6280064460766,1202.3731520316696,1252.6280064460766,11089225,-22.319580078125,-0.01835789541144503,
2020-01-21,1194.5494384765625,1199.9733414167456,1188.8376122453776,1199.9733414167456,7492402,-10.127685546875,-0.008442508815248164,
2020-01-22,1191.189453125,1204.7731741026575,1184.997637869106,1198.101369534372,9184155,-3.3599853515625,-0.002816726997985285,
2020-01-23,1195.0294189453125,1196.949376277332,1181.733737858056,1190.3735458521442,5754460,3.8399658203125,0.003218455088032992,
2020-01-24,1194.741455078125,1203.8132062898453,1189.5095012151328,1196.1333772226055,5915878,-0.2879638671875,-0.00024099705265590615,
2020-01-27,1164.6458740234375,1185.5734522817952,1163.2539520667735,1185.5734522817952,9444276,-30.0955810546875,-0.025512736378224654,
2020-01-28,1174.2457275390625,1178.6617226622957,1164.6939877424716,1170.0219156236126,6706079,9.599853515625,0.008208937445114424,
2020-01-29,1186.3895263671875,1192.293418179207,1173.333840877243,1176.2618224737796,6894175,12.143798828125,0.010288676264753552,0.011395192056509181
2020-01-30,1176.9818115234375,1189.3654417378275,1168.485907150228,1189.3654417378275,6055992,-9.40771484375,-0.007961308816091075,0.011311939184094878
2020-01-31,1177.221923828125,1188.2616788513435,1171.4140058332546,1182.1657203732118,5589134,0.2401123046875,0.00020398600334744788,0.01096587102702925
2020-02-03,1145.0623779296875,1150.0061733542714,1130.5666091323744,1149.0942406721317,6538505,-32.1595458984375,-0.027698246847456448,0.011589268278389941
2020-02-04,1180.581787109375,1184.6136505533464,1150.0544192568143,1150.0544192568143,10448852,35.5194091796875,0.030548242833012752,0.013150930854977785
2020-02-05,1194.8372802734375,1198.0531848567105,1178.1816765010667,1185.4774897667444,9010341,14.2554931640625,0.012002652080163606,0.013472519836503704
2020-02-06,1190.1815185546875,1198.7252343711893,1187.6854804396453,1194.8373913410132,5913775,-4.65576171875,-0.003904176885197773,0.01320482688795912
2020-02-07,1192.4853515625,1197.0932956450317,1182.3096019972018,1196.1333170599114,3407724,2.3038330078125,0.0019338278083898459,0.013015439451224107
2020-02-10,1190.6614990234375,1193.205348553925,1176.9818040358296,1193.205348553925,4609917,-1.8238525390625,-0.001530625689049075,0.012978479476791076
2020-02-11,1190.9493408203125,1204.7730550885838,1188.5014658798648,1193.541353162108,5806760,0.287841796875,0.00024172026215275302,0.012944786101927992
2020-02-12,1199.0133056640625,1202.75724574803,1194.2614583322245,1195.36534000586,3148965,8.06396484375,0.0067482188119539,0.01307604155431376
2020-02-13,1191.7174072265625,1209.4770105777043,1184.2295275883441,1209.4770105777043,4556070,-7.2958984375,-0.006103507222736745,0.013080248810675045
2020-02-14,1170.5498046875,1198.4372280382765,1166.373921491974,1193.4452693390701,7344429,-21.1676025390625,-0.017921909093350553,0.013520211059986435
2020-02-17,1168.43798828125,1183.6536258086412,1165.8459757240203,1175.9737969307262,5076345,-2.11181640625,-0.0018057528871585243,0.012985071642809966
2020-02-18,1164.694091796875,1169.7339796863732,1155.3343000020927,1168.198037290362,5264558,-3.743896484375,-0.0032093336933629343,0.012890772469575292
2020-02-19,1178.0855712890625,1180.7735579697733,1165.317927517876,1173.573719201665,5006134,13.3914794921875,0.011432253365015507,0.013190794452852001
2020-02-20,1168.3900146484375,1180.7737629159992,1165.5100786413254,1180.7737629159992,5561707,-9.695556640625,-0.008263978434008425,0.01326766001492217
2020-02-24,1161.5260009765625,1166.1339448955853,1151.9742612675054,1160.5660224255062,8284042,-6.864013671875,-0.005892086653609047,0.013307906749049423
2020-02-25,1152.2623291015625,1160.6140958203607,1150.0543315076857,1155.814202950963,6943340,-9.263671875,-0.008007406081439865,0.012165872892226563
2020-02-26,1151.2542724609375,1156.4861086680041,1138.1985876590406,1149.5743100037296,6907393,-1.008056640625,-0.0008752328542295492,0.01199057362272218
2020-02-27,1151.4462890625,1154.37427067705,1133.7347307023667,1147.1744311509976,10327549,0.1920166015625,0.00016677513804100644,0.011699609835856288
