Predicted
432.93066
434.61478
436.24234
437.42145
438.21295
438.63797
438.76224
438.83124
438.8931
439.13535
439.2515
439.26355
439.43488
439.19702
438.90527
438.24533
437.14807
435.33322
433.26172
431.1318
428.94836
426.75
424.3823
422.0386
419.35965
416.63196
413.62912
410.5774
407.81927
405.06183
402.4829
400.322
398.409
396.64957
395.536
394.77115
394.21017
393.9026
393.65866
393.39487
393.25116
393.17108
393.02426
392.9004
393.03226
393.1487
393.06232
393.5752
394.33493
395.23276
396.12125
396.64352
397.14725
397.82104
398.86606
400.0827
401.38586
402.71143
403.9283
404.97498
405.83218
406.4197
406.9877
407.56567
408.02258
408.81027
409.48904
409.92
410.1626
409.96872
409.73718
409.48822
409.39923
409.41098
409.8561
410.6609
411.6107
412.53937
413.54144
414.43314
415.14337
415.91946
416.7235
416.86462
416.9177
416.80438
416.50052
416.00595
415.55276
415.33737
415.22995
415.4216
415.86658
416.25906
416.41827
416.31952
416.1121
415.5374
414.858
414.27707
413.47284
413.1985
413.4787
414.2905
415.35187
416.38748
417.33426
418.08606
418.70575
419.0935
419.0947
418.8259
418.2193
417.55508
416.88223
416.26053
415.7726
415.37033
415.2277
415.1171
415.1604
415.33463
415.78098
416.7951
418.51193
420.58286
423.12308
425.8667
428.8159
431.8496
434.98535
438.2265
441.0453
444.52982
448.30252
451.94748
455.86377
459.48853
462.51993
465.23734
467.51218
469.19507
470.2752
470.9116
471.46762
472.0094
472.5679
473.0619
473.3125
473.48672
474.0224
474.69763
475.34824
476.2398
477.19626
478.2073
479.20575
479.936
480.33102
480.8008
481.1361
481.71698
482.37585
482.9664
483.68283
484.03818
484.59
485.27002
486.03796
487.05075
487.93237
488.59415
488.9412
489.04694
489.0174
489.1403
489.44495
489.78864
490.2481
490.9751
491.83917
492.57065
493.11386
493.36752
493.03607
492.6193
492.03207
490.69687
488.98392
486.91968
485.07242
483.4985
481.96802
480.38763
478.77393
477.07956
475.34982
473.61273
471.59445
469.94223
468.64297
467.80963
467.47876
467.39426
467.562
467.6573
467.53235
467.301
466.86386
466.3203
465.67444
464.81775
463.8418
462.56644
461.1821
459.81998
458.1054
456.97397
456.33215
456.07623
456.11496
456.27124
456.57977
456.98776
457.2513
457.18893
456.93054
456.68805
456.19125
455.59708
454.94354
454.08832
453.53735
453.18997
452.98978
452.9417
452.83615
452.63303
452.76697
453.2697
453.93793
454.76843
