Predicted
1524.5195
1519.9009
1515.4581
1510.7938
1506.647
1502.6393
1497.6729
1498.5178
1505.3121
1515.1835
1527.4448
1540.9424
1555.416
1568.8413
1582.5084
1595.0602
1605.429
1613.4465
1619.777
1624.1117
1628.7058
1632.7487
1638.5516
1643.3003
1647.0717
1648.6957
1649.2301
1649.033
1647.3126
1645.1456
1644.021
1643.611
1643.0171
1640.7509
1638.8708
1636.9365
1634.1747
1631.3748
1628.9596
1626.9955
1624.4833
1620.8457
1614.9857
1608.4314
1601.6165
1594.0916
1587.1863
1580.9962
1577.9705
1576.2839
1574.2233
1569.8685
1563.8538
1556.7465
1546.7834
1534.5249
1520.8074
1507.4941
1495.0009
1483.2452
1472.6721
1463.8616
1456.4332
1450.3474
1446.6178
1445.3774
1444.9027
1444.2867
1440.835
1435.7975
1429.2802
1423.1154
1417.9702
1413.3604
1409.8778
1406.9907
1405.0242
1403.0972
1401.0936
1399.1515
1397.8175
1397.7484
1397.9653
1399.0944
1400.0005
1400.7097
1401.2885
1401.5079
1403.1437
1405.1904
1407.0137
1409.6793
1413.6522
1418.0082
1422.8256
1427.4822
1430.9072
1432.0509
1430.7501
1427.69
1422.7887
1418.7208
1417.5569
1421.7566
1427.9937
1435.4413
1442.8563
1450.2543
1456.8917
1463.0736
1469.2144
1475.1669
1481.5343
1487.5735
1493.8336
1499.8257
1507.0409
1514.3184
1522.6371
1532.7517
1543.9219
1556.5764
1569.3984
1582.3988
1594.5142
1604.8098
1613.4006
1623.3541
1633.2736
1643.7604
1655.7454
1670.02
1686.0692
1703.9484
1721.7965
1738.1726
1755.4872
1771.7677
1786.7272
1799.3142
1808.5721
1813.1162
1810.1979
1802.1326
1792.8237
1780.1521
1767.5789
1757.0255
1748.5059
1743.4636
1743.1117
1746.459
1752.756
1760.8944
1770.2982
1779.0092
1787.5566
1796.7336
1807.7749
1819.0795
1830.6088
1842.7434
1853.1985
1860.9254
1866.8195
1869.1538
1868.5652
1866.7465
1863.8864
1862.6738
1862.1665
1862.6405
1863.8782
1862.3252
1859.3022
1855.7727
1851.5154
1847.1217
1842.6346
1838.6564
1835.6182
1831.6571
1829.0293
1826.7156
1826.2325
1827.8512
1831.7012
1837.1777
1841.6903
1846.2749
1851.8362
1857.6816
1861.201
1865.7184
1865.4889
1860.8007
1853.103
1844.7734
1835.7181
1826.7229
1818.446
1810.911
1802.324
1791.0902
1779.0085
1767.0343
1755.2233
1748.1444
1743.4629
1742.5719
1746.1204
1753.0997
1762.2927
1772.3666
1779.6012
1785.3063
1789.8873
1797.096
1804.7377
1814.4486
1825.0131
1831.8348
1835.93
1838.9891
1841.4576
1843.2102
1846.9698
1851.0708
1855.3667
1860.9688
1868.4987
1877.5966
1887.9583
1897.4766
1905.8065
1912.8835
1916.6886
1916.7717
1914.2009
1908.9344
1901.9642
1894.625
