Price,Close,High,Low,Open,Volume,Close_diff,LogReturn,Volatility
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,,,
Date,,,,,,,,
2020-01-01,518.85400390625,524.4122908600664,517.8390241755849,521.8990020984041,7642793,,,
2020-01-02,522.5755615234375,523.8322647736161,517.9839336482311,518.1289560232987,10264223,3.7215576171875,0.0071470478316209545,
2020-01-03,520.8839111328125,522.7689070151092,518.3706226231855,520.0622750047063,9594690,-1.691650390625,-0.0032423911363980615,
2020-01-06,508.1724853515625,519.3373814258309,506.33581023970703,519.3373814258309,12534334,-12.71142578125,-0.0247062695605417,
2020-01-07,505.4658203125,517.742337691159,504.2574970271863,513.5857173897119,16101835,-2.7066650390625,-0.005340507470969858,
2020-01-08,508.41412353515625,509.7674102311318,497.82919962655933,498.79585826661094,16094310,2.94830322265625,0.0058158987185669,
2020-01-09,528.0855102539062,529.1488699707811,512.6189747370419,513.0056617250239,18934019,19.67138671875,0.03796190254234209,
2020-01-10,522.2373657226562,528.2789826329137,520.5457129877841,526.7323523039538,12335407,-5.84814453125,-0.01113601369822261,
2020-01-13,520.6422729492188,527.8438909677649,520.0623014175886,521.4156469916,7901800,-1.5950927734375,-0.0030590184296266287,
2020-01-14,519.6756591796875,520.9806837385502,516.3407340851917,518.3223724892118,13939440,-0.96661376953125,-0.0018583050774108303,
2020-01-15,517.7423095703125,519.047334047666,512.957396820488,517.2589802824388,12353176,-1.933349609375,-0.0037272380194595554,
2020-01-16,519.24072265625,521.9956762363212,515.4224091504149,516.0990820122352,11249232,1.4984130859375,0.002889949174175691,
2020-01-17,514.3107299804688,520.0623608268202,512.9090631187282,516.6790555054561,18312609,-4.92999267578125,-0.009539979946878697,
2020-01-20,517.017333984375,525.8622838663824,513.295721935752,515.229039155849,19159996,2.70660400390625,0.0052487861279653545,
2020-01-21,513.3440551757812,522.2373263980476,512.5224189379217,515.1807301782634,13477994,-3.67327880859375,-0.007130108735068673,
2020-01-22,505.41741943359375,517.1140237553817,503.38745999766064,513.7790398247847,17527408,-7.9266357421875,-0.01556163223976567,
2020-01-23,510.1058044433594,512.5707723121544,499.81086575583595,504.0158664733469,17061293,4.688385009765625,0.009233502906704221,
2020-01-24,516.0506591796875,519.4823443377944,509.42907150871685,511.60405331307095,17851868,5.944854736328125,0.011586773472919377,
2020-01-27,519.3373413085938,526.8289455806116,513.7790542680643,520.545664578274,38149166,3.28668212890625,0.006348717904450043,
2020-01-28,510.589111328125,522.5756432020687,506.9641413863788,520.1589965742379,24009224,-8.74822998046875,-0.016988475940301274,
2020-01-29,509.0424499511719,516.9690631243916,507.78580543594353,513.8274223362383,16400827,-1.546661376953125,-0.0030337675331839806,0.013149905201095777
2020-01-30,514.4557495117188,516.1474021629691,506.6741591159995,510.0574644185002,14319317,5.413299560546875,0.010578132997034102,0.013282870738128692
2020-01-31,508.1241455078125,514.9873983569915,504.98250487963753,512.329087056228,16292578,-6.33160400390625,-0.012383746152145556,0.01352698841040411
2020-02-03,498.36090087890625,501.84090773792263,485.26268677107504,487.19600424825063,22531888,-9.76324462890625,-0.019401283527164897,0.013087496854109714
2020-02-04,513.1023559570312,516.8240268429291,499.4241726235864,502.66245522545694,17781475,14.741455078125,0.029150834435104453,0.01465997440855275
2020-02-05,521.1256713867188,522.3823748722936,508.1724804599334,511.41076344158887,18782476,8.0233154296875,0.015515874990001066,0.014993069135290804
2020-02-06,523.5422973632812,528.7622776346938,518.3706972241399,522.3339740597285,15296851,2.4166259765625,0.004626599761060496,0.012307697194346223
2020-02-07,518.5640258789062,523.6873047389881,517.3073814792876,522.9139896469275,8297149,-4.978271484375,-0.009554321365172222,0.012240193943057448
2020-02-10,516.1473388671875,524.1705929434696,512.8123551065204,520.6906458019982,12536053,-2.41668701171875,-0.004671237774112715,0.012264238761176601
2020-02-11,521.75390625,526.6355196960329,519.5789247047244,519.7722681976679,11243552,5.6065673828125,0.010803767589539342,0.012511153708532013
2020-02-12,530.985595703125,532.3389414413741,524.6056720803232,527.6022903576653,14026335,9.231689453125,0.01753886138541603,0.013051859650159817
2020-02-13,522.9622802734375,530.695548743285,520.0623045972447,530.695548743285,9227235,-8.0233154296875,-0.015225554521985693,0.013552008343853823
2020-02-14,527.6022338867188,530.3572462018132,518.6606421450507,523.203949208416,14458649,4.63995361328125,0.008833315271965096,0.013468281019038823
2020-02-17,523.5422973632812,527.1672672739396,519.8206851884032,524.8956430633249,7793293,-4.0599365234375,-0.007724830585649977,0.013578828388122405
2020-02-18,523.15576171875,526.2490817222948,518.129124088011,522.9624181559963,15918303,-0.38653564453125,-0.0007385810239135352,0.013461359149092451
2020-02-19,526.6356201171875,528.278951620339,522.4789997269775,525.3789756736581,8704234,3.4798583984375,0.006629643192445912,0.012933241783079153
2020-02-20,528.7622680664062,531.0338922359144,523.7356314145546,527.3122801283813,13588526,2.12664794921875,0.00403004563741603,0.01283321108011578
2020-02-24,512.1840209960938,523.7839238651206,509.9607180795617,521.5122998199989,16940750,-16.5782470703125,-0.03185495563512678,0.0146382817184887
2020-02-25,513.2473754882812,520.8356216027921,507.78573101085055,514.6973633318303,14942960,1.0633544921875,0.002073965897644046,0.014565953376819082
2020-02-26,506.2391052246094,511.7006907484199,504.7891173687055,509.2840443219134,15743918,-7.008270263671875,-0.013748844725489201,0.014390954742659568
2020-02-27,498.16748046875,505.85242805484364,495.5575494773837,505.36909876012277,26315054,-8.071624755859375,-0.016072770996637266,0.014804631482509005
2020-02-28,480.67095947265625,489.95088736550736,475.78934564103935,484.87593002567536,32737933,-17.49652099609375,-0.03575336656992989,0.016421083713633742
2020-03-02,489.2259521484375,503.19415204034635,481.83101932329976,491.30426236071946,28642076,8.55499267578125,0.017641492508056095,0.016921068072148424
2020-03-03,497.5875244140625,502.17915285693147,491.5459080418665,492.8509030782768,19661945,8.361572265625,0.016947017008840146,0.016893824683757618
2020-03-04,491.4009094238281,500.24582978965833,480.47764945011244,500.24582978965833,21883404,-6.186614990234375,-0.012511158830819094,0.015620712467992197
2020-03-05,487.67926025390625,494.1075339984662,483.32929658464445,492.75421786804503,16671516,-3.721649169921875,-0.007602374575441172,0.015090170984195699
2020-03-06,470.1344299316406,480.23599490072064,461.3861516425389,468.8294348829812,31024353,-17.544830322265625,-0.03663926125025724,0.016683916610605254
2020-03-09,442.4880065917969,459.1628686643441,428.1814700629194,459.1628686643441,42027175,-27.64642333984375,-0.06060531460568939,0.020762837446041005
2020-03-11,450.12457275390625,456.0211961344095,434.6097139700329,434.9963715113604,31018779,7.636566162109375,0.017111012463164564,0.021501079081786435
2020-03-12,411.458251953125,431.0814404141716,402.1300018017309,423.3964922816301,50757033,-38.66632080078125,-0.0898168111599366,0.027957272010532403
2020-03-13,432.28973388671875,449.25458036625184,382.02348713245283,387.63009516270466,67104335,20.83148193359375,0.0493884820953749,0.030511304607317716
2020-03-16,389.46673583984375,410.05658128637646,384.1984642808137,410.05658128637646,34833637,-42.822998046875,-0.10431758427645571,0.03706981152291938
