Ticker,Weight
HINDUNILVR.NS,0.1443017146412596
SUNPHARMA.NS,0.1431513614620546
ITC.NS,0.1402019325521273
TCS.NS,0.1067506487592038
INFY.NS,0.1015961750335115
ASIANPAINT.NS,0.0936383787542606
RELIANCE.NS,0.0891768934163909
LT.NS,0.0830519147988188
HDFCBANK.NS,0.0564740530519612
ICICIBANK.NS,0.0416569275304113
