Predicted
2584.8916
2575.6863
2566.266
2551.297
2535.3357
2520.584
2502.7605
2487.146
2479.5208
2477.595
2478.9978
2480.6096
2484.954
2463.2258
2438.9456
2414.0056
2394.6091
2383.4692
2382.453
2387.1057
2392.2207
2392.6562
2391.2793
2388.7825
2384.7505
2381.3286
2373.4011
2365.0576
2356.5737
2344.0571
2334.185
2328.6997
2329.0208
2333.3428
2337.1794
2341.1797
2346.0476
2350.898
2357.2893
2362.378
2365.5735
2368.6985
2368.1113
2365.2598
2363.826
2359.1736
2351.6504
2334.4287
2316.7727
2300.0933
2282.7102
2263.1917
2242.0671
2223.0889
2209.896
2200.105
2193.9978
2194.2778
2201.336
2212.024
2221.153
2228.2969
2233.4978
2236.9695
2238.1658
2237.2427
2231.3242
2218.1807
2205.5974
2193.9473
2186.4678
2183.7249
2186.9895
2193.3237
2197.2422
2198.3032
2197.8442
2196.9675
2195.3394
2192.3035
2193.6619
2212.9304
2235.9446
2256.8838
2278.6973
2297.7039
2310.8071
2314.6877
2314.6558
2308.6401
2298.238
2293.7485
2295.2346
2298.4963
2304.6868
2313.4216
2319.5876
2320.5005
2315.0398
2309.9556
2324.4717
2363.6765
2406.3357
2450.336
2487.273
2513.015
2523.369
2515.792
2499.8064
2480.9373
2458.259
2440.1978
2421.4832
2405.5762
2392.4922
2385.2798
2385.3867
2391.9756
2406.7478
2422.1118
2439.8435
2454.6765
2473.1838
2497.0212
2521.2246
2545.239
2565.1235
2581.1936
2591.6428
2606.9414
2630.1248
2652.7732
2672.7703
2692.6152
2700.986
2699.1033
2691.0107
2679.6968
2664.6404
2651.6992
2643.4163
2635.99
2634.202
2641.775
2653.493
2665.0356
2677.3936
2688.8064
2696.9805
2698.8455
2700.637
2700.829
2701.4138
2708.346
2718.2192
2732.211
2747.4634
2752.6287
2750.3567
2746.829
2741.4766
2737.3096
2735.238
2742.2837
2753.2527
2765.46
2789.9617
2814.483
2836.4697
2861.824
2881.0715
2882.5957
2873.64
2859.0273
2848.1733
2851.3806
2870.9429
2885.3499
2894.8516
2905.6436
2912.1108
2913.5654
2905.9587
2889.03
2861.518
2829.287
2796.6885
2761.0237
2727.4546
2705.381
2695.2012
2693.787
2699.0593
2702.0747
2700.609
2693.297
2682.0645
2666.4473
2627.0115
2583.1301
2549.4678
2522.5872
2505.6345
2493.7886
2488.853
2487.509
2488.5342
2489.3484
2486.5632
2486.848
2486.2744
2481.0261
2474.0378
2455.7214
2437.8967
2420.6113
2402.165
2394.415
2397.8533
2409.1707
2425.266
2438.7786
2453.8606
2465.0283
2472.6484
2473.9648
2475.279
2474.2954
2459.55
2438.0974
2415.7576
2387.7778
2366.9321
2349.8599
2337.5522
2329.641
2325.9824
2322.2402
2320.0208
2318.8022
2318.1626
2319.254
